stock,bargainPrice.priceNow,bargainPrice.priceWas,markdown.markdownPercentage,product.title,product.brand,timestamp
13,1.01,1.69,40,AH Hutspot,AH,2026-01-25 13:17:05
5,1.19,1.99,40,AH Fijne soepgroente grootverpakking,AH,2026-01-25 13:17:05
4,1.19,1.99,40,AH Boeren soepgroente,AH,2026-01-25 13:17:05
4,1.31,2.19,40,AH Gesneden spitskool,AH,2026-01-25 13:17:05
2,3.35,6.59,40,AH Gesneden verspakket bloemkoolschotel,AH,2026-01-25 13:17:05
2,0.89,1.49,40,AH Biologisch Verse zuurkool,AH Biologisch,2026-01-25 13:17:05
2,2.69,5.49,40,AH Eenpans roerbak verspakket,AH,2026-01-25 13:17:05
1,3.35,6.59,40,AH Gesneden verspakket snelle stamppot,AH,2026-01-25 13:17:05
1,1.43,3.99,40,AH Stoomgroente pompoen met kruidenolie,AH,2026-01-25 13:17:05
1,4.19,6.99,40,AH Gesneden verspakket roerbaknoodles sesam,AH,2026-01-25 13:17:05
1,4.55,7.59,40,AH Gesneden verspakket pastabake,AH,2026-01-25 13:17:05
1,4.55,7.59,40,AH Gesneden verspakket ayam smoor,AH,2026-01-25 13:17:05
1,2.69,5.49,40,AH Stamppot bloemkool en prei verspakket,AH,2026-01-25 13:17:05
1,3.59,5.99,40,AH Culi's zoete aardappelstamp verspakket,AH,2026-01-25 13:17:05
1,3.89,6.49,40,AH Biologisch Groenteschotel Mediterrane verspakket,AH Biologisch,2026-01-25 13:17:05
1,2.48,6.89,40,AH Gesneden verspakket gado gado,AH,2026-01-25 13:17:05
1,4.55,7.59,40,AH Gesneden verspakket traybake gnocchi,AH,2026-01-25 13:17:05
1,4.49,7.49,40,AH Gesneden verspakket gnocchi bolognese,AH,2026-01-25 13:17:05
1,1.49,2.49,40,AH Courgette spaghetti,AH,2026-01-25 13:17:05
1,0.65,1.09,40,AH Bakaardappeltjes,AH,2026-01-25 13:17:05
7,1.72,2.29,25,AH Roerbakgroente Italiaans,AH,2026-01-25 13:17:05
5,1.72,2.29,25,AH Roerbakgroente Italiaans champignons,AH,2026-01-25 13:17:05
3,1.49,1.99,25,AH Taugé grootverpakking,AH,2026-01-25 13:17:05
2,1.04,1.39,25,AH Jonge bladsla met rucola kleinverpakking,AH,2026-01-25 13:17:05
2,2.62,3.49,25,AH Luxe roerbak Italiaans cavolo nero,AH,2026-01-25 13:17:05
2,1.49,1.99,25,AH Roerbakgroente Italiaans champignons,AH,2026-01-25 13:17:05
2,0.82,1.09,25,AH Taugé,AH,2026-01-25 13:17:05
2,0.94,1.25,25,AH Biologisch Winterpeen,AH Biologisch,2026-01-25 13:17:05
1,1.49,1.99,25,AH Hutspot grootverpakking,AH,2026-01-25 13:17:05
1,2.99,3.99,25,AH Groente & granen volkoren couscous,AH,2026-01-25 13:17:05
1,2.24,2.99,25,AH Snoepgroente worteltjes,AH,2026-01-25 13:17:05
1,3.74,4.99,25,AH Goulashsoep verspakket,AH,2026-01-25 13:17:05
1,2.24,2.99,25,AH Roerbakgroente Italiaans grootverpakking,AH,2026-01-25 13:17:05
1,2.24,2.99,25,AH Roerbakgroente Italiaans fijngesneden,AH,2026-01-25 13:17:05
1,1.27,1.69,25,AH IJsbergsla fijngesneden,AH,2026-01-25 13:17:05
1,2.99,3.99,25,AH Oven & airfryer prei peen,AH,2026-01-25 13:17:05
3,1.43,2.39,40,AH Sable pitloze blauwe druiven,AH,2026-01-25 13:17:05
1,2.51,4.19,40,AH Vers geperst sap appel peer framboos,AH,2026-01-25 13:17:05
1,4.49,5.99,25,AH Nederlandse aardbeien,AH,2026-01-25 13:17:05
2,4.19,6.99,40,Oma's Hollands stoofpotje suddervlees,Oma's,2026-01-25 13:17:05
1,3.89,6.49,40,AH Verse maaltijd risotto funghi,AH,2026-01-25 13:17:05
2,3.24,4.99,35,AH Terra Plantaardig maaltijdsalade couscous fal,AH Terra,2026-01-25 13:17:05
3,3.74,4.99,25,AH Braadworst bloemkool,AH,2026-01-25 13:17:05
2,3.11,4.15,25,AH Terra Plantaardige wrap bacon ei,AH Terra,2026-01-25 13:17:05
2,5.24,6.99,25,AH Verse pizza Amerikaans cheese onion,AH,2026-01-25 13:17:05
2,4.49,5.99,25,AH Maaltijdsalade Italiaanse kip,AH,2026-01-25 13:17:05
1,3.97,5.29,25,AH Hachee rodekool,AH,2026-01-25 13:17:05
1,5.24,6.99,25,AH Verse maaltijd linguini gamba's,AH,2026-01-25 13:17:05
1,5.24,6.99,25,AH Verse maaltijd witlof ham kaas,AH,2026-01-25 13:17:05
1,4.87,6.49,25,AH Verse maaltijd curry madras,AH,2026-01-25 13:17:05
1,4.87,6.49,25,AH Stoommaaltijd kip Provencaals,AH,2026-01-25 13:17:05
1,5.17,6.89,25,AH Pizza prosciutto,AH,2026-01-25 13:17:05
1,2.99,3.99,25,AH Kleine salade italiaans,AH,2026-01-25 13:17:05
1,4.27,5.69,25,AH Rode biet gehaktbal,AH,2026-01-25 13:17:05
1,2.63,3.50,25,AH Sandwich tonijnsalade,AH,2026-01-25 13:17:05
1,3.30,4.40,25,AH Wrap gerookte zalm,AH,2026-01-25 13:17:05
1,2.63,3.50,25,AH Volkoren sandwich old amsterdam,AH,2026-01-25 13:17:05
1,4.42,5.89,25,AH Maaltijdsalade Japanse noodles roerei,AH,2026-01-25 13:17:05
6,0.95,1.59,40,La Tua Farina Mix voor pizza en focaccia,La Tua Farina,2026-01-25 13:17:05
6,1.12,1.49,25,La Tua Farina Bloem voor pizzadeeg,La Tua Farina,2026-01-25 13:17:05
5,2.19,3.65,40,AH Scharrel kipkluifjes gemarineerd,AH,2026-01-25 13:17:05
3,2.81,4.69,40,AH Biologisch Kipdrumsticks,AH Biologisch,2026-01-25 13:17:05
3,3.29,5.49,40,AH Runderbraadworst,AH,2026-01-25 13:17:05
2,2.39,3.99,40,AH Rundervink 2 stuks,AH,2026-01-25 13:17:05
2,3.29,5.49,40,Wahid Halal kipdijfilet,Wahid,2026-01-25 13:17:05
1,4.97,8.28,40,AH Rundersteak à la minute smokey,AH,2026-01-25 13:17:05
1,3.59,5.99,40,AH Stoomkip khorma curry,AH,2026-01-25 13:17:05
1,3.89,6.49,40,Wahid Halal kipfilet blokjes,Wahid,2026-01-25 13:17:05
1,2.39,3.99,40,AH Scharrel kipgehaktballetjes,AH,2026-01-25 13:17:05
1,3.89,5.99,35,AH Stoomkip zoet zuur,AH,2026-01-25 13:17:05
2,5.62,7.49,25,AH Scharrel kipborrelhapjes,AH,2026-01-25 13:17:05
1,3.52,4.69,25,AH Scharrel kippenpoten 2 stuks,AH,2026-01-25 13:17:05
1,3.97,5.29,25,AH Half-om-half gehakt,AH,2026-01-25 13:17:05
1,2.77,3.69,25,AH Runder hamburger 2 stuks,AH,2026-01-25 13:17:05
1,5.47,7.29,25,AH Biologisch Kipfiletblokjes,AH Biologisch,2026-01-25 13:17:05
1,3.59,4.79,25,AH Biologisch Kipfilet 1 stuk,AH Biologisch,2026-01-25 13:17:05
1,3.37,4.49,25,AH Biologisch Rundersoepballetjes,AH Biologisch,2026-01-25 13:17:05
3,1.61,2.69,40,Alpro Plantaardige drinkyoghurt mango-passie,Alpro,2026-01-25 13:17:05
1,1.61,2.15,25,AH Kaasschnitzel,AH,2026-01-25 13:17:05
1,1.49,1.99,25,AH Terra Biologische gerookte tofu,AH Terra,2026-01-25 13:17:05
1,1.27,1.69,25,AH Ontbijtspek,AH,2026-01-25 13:17:05
3,0.60,1.99,70,AH Duitse theeworst,AH,2026-01-25 13:17:05
2,2.21,3.69,40,AH Ossenworst,AH,2026-01-25 13:17:05
4,2.02,2.69,25,AH Kipgrillworst,AH,2026-01-25 13:17:05
2,1.49,1.99,25,AH Grillworst kaas,AH,2026-01-25 13:17:05
1,1.64,2.19,25,AH Achterham flinterdun minder zout,AH,2026-01-25 13:17:05
1,2.24,2.99,25,AH Scharrel kipfilet pittig,AH,2026-01-25 13:17:05
1,1.49,1.99,25,AH Filet americain minder vet,AH,2026-01-25 13:17:05
1,2.45,4.09,40,De Zaanse Hoeve Oud 48+ plakken,De Zaanse Hoeve,2026-01-25 13:17:05
2,2.44,3.25,25,Galbani Mozzarella bufala,Galbani,2026-01-25 13:17:05
1,1.34,1.79,25,Galbani Mozzarella,Galbani,2026-01-25 13:17:05
4,0.75,2.49,70,Optimel Magere vla vanille,Optimel,2026-01-25 13:17:05
1,0.74,0.99,25,Danoontje Knijpyoghurt banaan,Danoontje,2026-01-25 13:17:05
3,1.01,1.69,40,Campina Magere milde kwark vanille & granola,Campina,2026-01-25 13:17:05
3,1.01,1.69,40,Campina Magere milde kwark aardbei & granola,Campina,2026-01-25 13:17:05
1,1.87,2.49,25,Campina Zacht & luchtig vanille smaak,Campina,2026-01-25 13:17:05
4,2.99,3.99,25,Pol van den Bogaert Brabantsche roomboter,Pol van den Bogaert,2026-01-25 13:17:05
2,0.71,0.95,25,AH Halfvolle koffiemelk,AH,2026-01-25 13:17:05
1,1.49,1.99,25,AH Libanees brood,AH,2026-01-25 13:17:05
1,2.24,2.99,25,AH Brabantse worstenbroodjes,AH,2026-01-25 13:17:05
1,0.99,3.29,70,Dr. Oetker Kwarktaart eigen fruit bakmix,Dr. Oetker,2026-01-25 13:17:05
1,1.49,2.49,40,Jos Poell Suikerschelpen,Jos Poell,2026-01-25 13:17:05
1,1.99,2.65,25,Liga Vitalu crackers volkoren,Liga,2026-01-25 13:17:05
2,0.77,1.29,40,Koopmans Griesmeelpudding vanillesmaak,Koopmans,2026-01-25 13:17:05
5,1.79,2.99,40,Dr. Oetker Safari diertjes decoratie,Dr. Oetker,2026-01-25 13:17:05
5,2.21,3.69,40,Leentjes Strooi pret letters & disco dip,Leentjes,2026-01-25 13:17:05
4,1.61,2.69,40,Koopmans Brood uit de pan Grieks,Koopmans,2026-01-25 13:17:05
3,2.92,3.89,25,Dr. Oetker Decoratiestiften choco & karamel,Dr. Oetker,2026-01-25 13:17:05
2,2.47,3.29,25,Koopmans Plaatcake stroopwafel,Koopmans,2026-01-25 13:17:05
3,1.05,1.75,40,Bifi Roll XXL,Bifi,2026-01-25 13:17:05
2,2.24,2.99,25,Johma Ham-prei salade,Johma,2026-01-25 13:17:05
2,2.77,3.69,25,Johma Oudekaas-pesto salade,Johma,2026-01-25 13:17:05
1,0.52,0.69,25,AH Huzarenslaatje,AH,2026-01-25 13:17:05
1,1.87,2.49,25,AH Ongezouten macadamiamix,AH,2026-01-25 13:17:05
6,1.07,1.79,40,Maggi Ovenschotel prei kerrie,Maggi,2026-01-25 13:17:05
2,1.07,1.79,40,Conimex Mix voor babi ketjap,Conimex,2026-01-25 13:17:05
10,1.43,2.39,40,Chtoura fields Falafelmix,Chtoura fields,2026-01-25 13:17:05
6,1.79,2.99,40,Sera Red beans in tomato sauce,Sera,2026-01-25 13:17:05
10,1.40,2.79,50,Mentos Gum Pure fresh strong euca menthol,Mentos Gum,2026-01-25 13:17:05
6,1.40,2.79,50,Mentos Gum Sour green apple,Mentos Gum,2026-01-25 13:17:05
6,1.00,1.99,50,Red Band Pretletters zoet,Red Band,2026-01-25 13:17:05
4,1.40,2.79,50,Mentos Gum Sour strawberry,Mentos Gum,2026-01-25 13:17:05
2,1.50,2.99,50,Fruittella Berries & cherry,Fruittella,2026-01-25 13:17:05
1,2.00,3.99,50,Stimorol Spearmint,Stimorol,2026-01-25 13:17:05
1,1.00,1.99,50,Food2Smile Very berry,Food2Smile,2026-01-25 13:17:05
3,1.25,2.09,40,Ricola Gember sinaasappelmunt suikervrij,Ricola,2026-01-25 13:17:05
2,1.25,2.09,40,Ricola Cranberry suikervrij,Ricola,2026-01-25 13:17:05
2,1.25,2.09,40,Ricola Honing citroen echinacea,Ricola,2026-01-25 13:17:05
3,1.19,1.99,40,AH Oranjekoek stukjes met banketspijs,AH,2026-01-25 13:17:05
2,1.87,2.49,25,AH Roomboter karamel stroopwafels,AH,2026-01-25 13:17:05
1,2.77,3.69,25,Nutella & go,Nutella,2026-01-25 13:17:05
1,1.49,2.35,25,Verkade Specials hazelnoot melkchocolade,Verkade,2026-01-25 13:17:05
1,1.31,1.75,25,AH Stroopkoek,AH,2026-01-25 13:17:05
1,3.29,4.39,25,L'Atelier Melkchocoladereep hazelnoot & rozijn,L'Atelier,2026-01-25 13:17:05
14,2.10,4.19,50,Lotus Biscoff Speculoos witte chocolade stukjes,Lotus Biscoff,2026-01-25 13:17:05
11,1.15,2.29,50,Galler Wit kokosnoot,Galler,2026-01-25 13:17:05
9,1.67,2.79,40,Ferrero Rocher macadamia & hazelnut,Ferrero,2026-01-25 13:17:05
7,5.39,8.99,40,Lindt Mini pralines chocolade,Lindt,2026-01-25 13:17:05
3,2.81,4.69,40,Smarties Melkchocolade stazak,Smarties,2026-01-25 13:17:05
17,1.49,1.99,25,Milka Chocoladereep confetti,Milka,2026-01-25 13:17:05
12,1.34,1.79,25,Milka Chocolade reep wit,Milka,2026-01-25 13:17:05
8,3.22,4.29,25,Smarties Melkchocolade 6-pack,Smarties,2026-01-25 13:17:05
7,2.09,2.79,25,Ferrero Rocher hazelnoot puur,Ferrero,2026-01-25 13:17:05
5,1.94,2.59,25,AH Reep melkchocolade pinda karamel,AH,2026-01-25 13:17:05
4,2.24,2.99,25,M&M'S Gezouten karamel melk chocolade,M&M'S,2026-01-25 13:17:05
13,2.21,3.69,40,Sera Sourcherry jam,Sera,2026-01-25 13:17:05
1,2.39,3.19,25,Liga Milkbreak melk-aardbeiensmaak,Liga,2026-01-25 13:17:05
4,0.56,0.75,25,AH IJskoffie cappuccino,AH,2026-01-25 13:17:05
3,1.49,2.49,40,Roosvicee Multivit bosvruchten,Roosvicee,2026-01-25 13:17:05
2,1.49,2.49,40,Roosvicee Multivit aardbei-sinaasappel,Roosvicee,2026-01-25 13:17:05
15,0.74,0.99,25,AA Drink Burner zero,AA Drink,2026-01-25 13:17:05
